candidate_id	candidate_type	scope	active_file	render_kind	render_path	amount_usd	source_rows	count_semantics	source_url	source_basis	repository_row_evidence	current_exact_locations	history_exact_locations
011	large_leaf	Ohio	data/state-oh/archive-state-source/state-oh-department-of-medicaid.json	base row	Official archive › Department of Medicaid › Department of Medicaid › Department of Medicaid · Federal · Cabinet	11539881914.88	4	source_records	https://checkbook.ohio.gov/State/Expenses/Agency.aspx	Official source linked in the active dataset	sourceRows_count_only	none	none
012	large_leaf	Ohio	data/state-oh/archive-state-source/state-oh-department-of-medicaid.json	base row	Census adjustments › Official archive · Department of Medicaid › Department of Medicaid › Department of Medicaid · Federal · Cabinet	11539881914.88	4	source_records	https://checkbook.ohio.gov/State/Expenses/Agency.aspx	Official source linked in the active dataset	sourceRows_count_only	none	none
013	large_leaf	United States	data/federal/federal-mts-agency-social-security-administration.json	account cross-check	Social Security Administration › Treasury account cross-checks › 028-8006-000 › Federal Old-Age and Survivors Insurance Trust Fund - Treasury Managed, Social Security Administration	1304381049302.06	2	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c53.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-social-security-administration.json.sourceBreakdowns[0].rows	none
014	large_leaf	United States	data/federal/federal-mts-agency-department-of-health-and-human-services.json	account cross-check	Department of Health and Human Services › Treasury account cross-checks › 075-0512-000 › Grants to States for Medicaid, Centers for Medicare and Medicaid Services, Health and Human Services	617517206318.9	2	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c16.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-health-and-human-services.json.sourceBreakdowns[14].rows	none
015	large_leaf	United States	data/federal/federal-mts-agency-department-of-health-and-human-services.json	account cross-check	Department of Health and Human Services › Treasury account cross-checks › 075-8004-000 › Federal Supplementary Medical Insurance Trust Fund-Treasury Managed, Health and Human Services	525704077286.5	2	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c16.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-health-and-human-services.json.sourceBreakdowns[15].rows	none
016	large_leaf	United States	data/federal/federal-mts-agency-department-of-health-and-human-services.json	account cross-check	Department of Health and Human Services › Treasury account cross-checks › 075-0580-000 › Payments to Healthcare Trust Funds, Center for Medicare and Medicaid Services, Health and Human Services	479475394016.22	6	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c16.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-health-and-human-services.json.sourceBreakdowns[16].rows	none
017	large_leaf	United States	data/federal/federal-mts-agency-department-of-health-and-human-services.json	account cross-check	Department of Health and Human Services › Treasury account cross-checks › 075-8005-000 › Federal Hospital Insurance Trust Fund - Treasury Managed, Health and Human Services	407377908783.76	2	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c16.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-health-and-human-services.json.sourceBreakdowns[17].rows	none
018	large_leaf	United States	data/federal/federal-mts-agency-department-of-veterans-affairs.json	account cross-check	Department of Veterans Affairs › Treasury account cross-checks › 036-0102-000 › Compensation and Pensions, Veterans Benefits Administration, Veterans Affairs	161231617435.7	2	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c42.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-veterans-affairs.json.sourceBreakdowns[12].rows	none
019	large_leaf	United States	data/federal/federal-mts-agency-social-security-administration.json	account cross-check	Social Security Administration › Treasury account cross-checks › 028-8007-000 › Federal Disability Insurance Trust Fund - Treasury Managed, Social Security Administration	156511062198.96	2	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c53.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-social-security-administration.json.sourceBreakdowns[1].rows	none
020	large_leaf	United States	data/federal/federal-mts-agency-department-of-the-treasury.json	account cross-check	Department of the Treasury › Treasury account cross-checks › 020-0949-000 › Refundable Premium Assistance Tax Credit, Internal Revenue Service, Treasury	110195256028.13	2	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c40.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-the-treasury.json.sourceBreakdowns[9].rows	none
021	large_leaf	United States	data/federal/federal-mts-agency-department-of-education.json	account cross-check	Department of Education › Treasury account cross-checks › 091-0243-000 › Federal Direct Student Loan Program,  Education	110176072447	7	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c14.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
022	large_leaf	United States	data/federal/federal-mts-agency-department-of-agriculture.json	account cross-check	Department of Agriculture › Treasury account cross-checks › 012-3505-000 › Supplemental Nutrition Assistance Program, Food and Nutrition Service, Agriculture	106754491269.41	23	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c07.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
023	large_leaf	United States	data/federal/federal-mts-agency-department-of-veterans-affairs.json	account cross-check	Department of Veterans Affairs › Treasury account cross-checks › 036-0160-000 › Medical Services, Veterans Health Administration, Veterans Affairs	70484555946.27	14	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c42.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
024	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 017-1804-000 › Operation and Maintenance, Navy	70027303162.41	12	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[18].rows	none
025	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 021-2020-000 › Operation and Maintenance, Army	61982259272.41	16	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
026	large_leaf	United States	data/federal/federal-mts-agency-social-security-administration.json	account cross-check	Social Security Administration › Treasury account cross-checks › 028-0406-000 › Supplemental Security Income Program, Social Security Administration	61930581636.68	9	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c53.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-social-security-administration.json.sourceBreakdowns[2].rows	none
027	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 057-3400-000 › Operation and Maintenance, Air Force	61627477284.71	21	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
028	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 097-0100-000 › Operation and Maintenance, Defense-Wide, Defense	58965266099.28	18	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
029	large_leaf	United States	data/federal/federal-mts-agency-department-of-education.json	account cross-check	Department of Education › Treasury account cross-checks › 091-0251-000 › Education Stabilization Fund, Department of Education	55516156490.37	3	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c14.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-education.json.sourceBreakdowns[8].rows	none
030	large_leaf	United States	data/federal/federal-mts-agency-social-security-administration.json	account cross-check	Social Security Administration › Treasury account cross-checks › 028-0404-000 › Payments to Social Security Trust Funds, Social Security Administration	53767762501.09	7	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c53.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
031	large_leaf	United States	data/federal/federal-mts-agency-department-of-transportation.json	account cross-check	Department of Transportation › Treasury account cross-checks › 069-8083-000 › Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation	53665888798.13	32	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c37.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
032	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 021-2010-000 › Military Personnel, Army	50046721236.53	8	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[22].rows	none
033	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 057-3600-000 › Research, Development, Test, and Evaluation, Air Force	45377619492.27	15	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[23].rows	none
034	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 097-0130-000 › Defense Health Program, Defense	38897159791.89	22	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[24].rows	none
035	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 017-1453-000 › Military Personnel, Navy	35853625104.53	7	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[25].rows	none
036	large_leaf	United States	data/federal/federal-mts-agency-department-of-education.json	account cross-check	Department of Education › Treasury account cross-checks › 091-0200-000 › Student Financial Assistance, Education	34719720382.1	7	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c14.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-education.json.sourceBreakdowns[9].rows	none
037	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 097-0400-000 › Research, Development, Test, and Evaluation, Defense-Wide	34502039100.63	14	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[26].rows	none
038	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 057-3500-000 › Military Personnel, Air Force	34354315591.53	8	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[27].rows	none
039	large_leaf	United States	data/federal/federal-mts-agency-small-business-administration.json	account cross-check	Small Business Administration › Treasury account cross-checks › 073-1152-000 › Disaster Loans Program Account, Small Business Administration	34146134847.27	2	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c51.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-small-business-administration.json.sourceBreakdowns[3].rows	none
040	large_leaf	United States	data/federal/federal-mts-agency-department-of-housing-and-urban-development.json	account cross-check	Department of Housing and Urban Development › Treasury account cross-checks › 086-0302-000 › Tenant-Based Rental Assistance, Public and Indian Housing, Housing and Urban Development	33975619395.46	14	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c19.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
041	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 057-3080-000 › Other Procurement, Air Force	32810900669.9	10	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[28].rows	none
042	large_leaf	United States	data/federal/federal-mts-agency-department-of-agriculture.json	account cross-check	Department of Agriculture › Treasury account cross-checks › 012-3539-000 › Child Nutrition Programs, Food and Nutrition Service, Agriculture	32732684349.3	11	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c07.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-agriculture.json.sourceBreakdowns[2].rows	none
043	large_leaf	United States	data/federal/federal-mts-agency-department-of-veterans-affairs.json	account cross-check	Department of Veterans Affairs › Treasury account cross-checks › 036-0140-000 › Medical Community Care, Veterans Health Administration, Veterans Affairs	31389012771.75	15	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c42.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-veterans-affairs.json.sourceBreakdowns[14].rows	none
044	large_leaf	United States	data/federal/federal-mts-agency-department-of-homeland-security.json	account cross-check	Department of Homeland Security › Treasury account cross-checks › 070-0702-000 › Disaster Relief Fund, Federal Emergency Management Agency, Homeland Security	29498413486.08	8	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c18.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
045	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 017-1319-000 › Research, Development, Test, and Evaluation, Navy	26548439375.36	15	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
046	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 017-1611-000 › Shipbuilding and Conversion, Navy	19574019672.93	26	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
047	large_leaf	United States	data/federal/federal-mts-agency-department-of-veterans-affairs.json	account cross-check	Department of Veterans Affairs › Treasury account cross-checks › 036-1126-000 › Cost of War Toxic Exposures Fund, Departmental Administration, Veterans Affairs	19456685344.86	3	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c42.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-veterans-affairs.json.sourceBreakdowns[15].rows	none
048	large_leaf	United States	data/federal/federal-mts-agency-department-of-health-and-human-services.json	account cross-check	Department of Health and Human Services › Treasury account cross-checks › 075-0515-000 › State Children's Health Insurance Fund, Centers for Medicare and Medicaid Services, Health and Human Services	19448776714.6	7	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c16.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-health-and-human-services.json.sourceBreakdowns[18].rows	none
049	large_leaf	United States	data/federal/federal-mts-agency-department-of-education.json	account cross-check	Department of Education › Treasury account cross-checks › 091-0900-000 › Education for the Disadvantaged, Education	18911824106.1	13	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c14.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-education.json.sourceBreakdowns[10].rows	none
050	large_leaf	United States	data/federal/federal-mts-agency-department-of-homeland-security.json	account cross-check	Department of Homeland Security › Treasury account cross-checks › 070-0530-000 › Operations and Support, U.S. Customs and Border Protection, Homeland Security	18850459525.09	18	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c18.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
051	large_leaf	United States	data/federal/federal-mts-agency-department-of-energy.json	account cross-check	Department of Energy › Treasury account cross-checks › 089-0240-000 › Weapons Activities, National Nuclear Security Administration, Energy	17954330428.11	13	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c15.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
052	large_leaf	United States	data/federal/federal-mts-agency-department-of-health-and-human-services.json	account cross-check	Department of Health and Human Services › Treasury account cross-checks › 075-1552-000 › Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services	17640068729.87	42	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c16.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
053	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 017-1506-000 › Aircraft Procurement, Navy	17077632515.04	10	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[31].rows	none
054	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 057-3010-000 › Aircraft Procurement, Air Force	16882110475.87	10	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[32].rows	none
055	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 057-3620-000 › Research, Development, Test, and Evaluation, Space Force, Air Force	16554020166.71	5	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[33].rows	none
056	large_leaf	United States	data/federal/federal-mts-agency-department-of-health-and-human-services.json	account cross-check	Department of Health and Human Services › Treasury account cross-checks › 075-1515-000 › Payment to States for the Child Care and Development Block Grant, Administration for Children and Families, Health and Human Services	16298026805.53	22	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c16.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-health-and-human-services.json.sourceBreakdowns[20].rows	none
057	large_leaf	United States	data/federal/federal-mts-agency-department-of-education.json	account cross-check	Department of Education › Treasury account cross-checks › 091-0300-000 › Special Education, Education	16273684543.45	14	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c14.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
058	large_leaf	United States	data/federal/federal-mts-agency-department-of-housing-and-urban-development.json	account cross-check	Department of Housing and Urban Development › Treasury account cross-checks › 086-0303-000 › Project-Based Rental Assistance, Housing Programs, Housing and Urban Development	15634259761.27	5	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c19.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
